Video,Label,Delta h,Delta w,Delta ratio,Delta angle
fall14-5.mp4,1,-0.5106632238898107,-0.3559983190375102,0.0014489544003672093,0.13188950267231186
fall10-1.mp4,1,0.2331888329283367,0.530475318906265,0.00047402027481109203,-0.23586182789058732
fall12-3.mp4,1,-0.45478167927664703,0.5027899664210215,0.0028392152203045905,0.0395891390820269
fall12-1.mp4,1,-0.38608560604344594,0.5781905080093817,0.000875600307100755,0.03484828564007155
fall10-3.mp4,1,-0.3550363815377686,0.6106331515363338,0.0022270340078300735,-0.03210343291806747
fall9-4.mp4,1,-0.38747471379816956,0.5139605238889059,0.0007171369437910101,-0.09784762536913355
fall9-5.mp4,1,-0.27031382208851246,-0.6203792920369328,0.001224809632759453,-0.10808207624179543
fall16-4.mp4,1,-0.3586700314061542,-0.5575688396408238,0.0026256387996001587,-0.08113549015342186
fall10-2.mp4,1,-0.5573664179931115,0.4269072626131941,0.0014139132465431504,0.014312406147151213
fall10-6.mp4,1,-0.2985441221773882,-0.6525297912081232,0.0016105385685202145,-0.04731554804596858
fall9-1.mp4,1,0.4854578190832989,0.3590529263870453,0.0005748980551869872,0.1549143564744688
fall14-2.mp4,1,0.37901301828619577,0.32721171810341154,0.0004698145345086448,0.29330544907588413
fall14-3.mp4,1,-0.49842685437323603,0.4225806580060827,0.0017977231293935757,0.07719476449128758
fall16-1.mp4,1,0.2949467915978968,-0.2777802225207154,-0.0003764633597246084,0.42689652252166316
fall10-5.mp4,1,-0.4086003091297931,-0.3892078101174081,0.011915592837755517,0.1902762879150432
fall16-3.mp4,1,-0.32013136039873286,-0.593182365249579,0.002384883673196416,-0.08430139067849171
fall9-2.mp4,1,0.3064778975818064,0.4532004477606263,0.0005071231262651501,-0.23981453153130214
fall14-1.mp4,1,-0.27291589275535894,0.4204410541635346,0.000742850072437249,0.30590020300866927
fall9-3.mp4,1,0.3417719154362439,0.558668609642549,0.0011354814950014023,-0.09842399342620557
fall16-2.mp4,1,-0.4781992593885144,0.4367478874775882,0.002117149664368591,-0.08293570346952892
fall10-4.mp4,1,-0.23361929773015883,0.7326297870222719,-0.0020744399438435354,-0.031676475303725804
fall15-7.mp4,1,-0.4874872386626761,-0.29129739925104964,0.0010860970593319665,0.22012926502694222
fall8-4.mp4,1,-0.45052586627241265,0.5008615537350242,0.000897987068650603,-0.04771459292391268
fall11-3.mp4,1,-0.529987410158878,-0.42029988377445504,0.002633857485065579,-0.04707884858160121
fall13-1.mp4,1,-0.4251712306006401,0.44141955193993354,0.0015325247507895457,0.13187669270863694
fall11-2.mp4,1,-0.4445745942697298,-0.5352732023236851,0.0032782041853472283,0.016873999221238018
fall8-5.mp4,1,-0.45764295212221584,0.4810423043955596,0.002667407980973236,-0.05864733550125136
fall15-6.mp4,1,-0.4495005146155803,-0.3939444346602345,0.0020792937239920584,-0.1544757570001932
fall15-4.mp4,1,0.5292634670745818,0.2855668296149138,0.00046278114890624107,-0.18470692216159815
fall8-7.mp4,1,-0.4744825133089682,-0.48102840476137343,0.0021470004116059646,-0.04234208151805234
fall13-2.mp4,1,-0.5363328746538966,0.3916655305160024,0.0024750021105975403,-0.06952659271950351
fall11-1.mp4,1,-0.4428658799625067,0.3843274152875505,0.0006031039365302462,0.17220360081341254
fall8-6.mp4,1,-0.2765467462440623,-0.6686686231540856,-0.0019467626356509606,-0.05283786796620118
fall15-5.mp4,1,0.48706669083214577,0.28749638564584123,0.0008871150171902158,0.2245498085048228
fall8-2.mp4,1,-0.14105767376240697,-0.5246012795377187,-0.0003171745055738444,-0.33402387219430035
fall15-1.mp4,1,-0.20692790119788862,0.4526789416734504,0.0005410618922613375,-0.33985209523639964
fall8-3.mp4,1,-0.5195277824392573,0.30828168221165525,0.00036285211226803866,0.1718276832368195
fall8-1.mp4,1,-0.16609323562335276,0.5044943462397717,0.0004241979025251885,0.32898822023435026
fall15-2.mp4,1,-0.2799485301320101,-0.1894154929034564,-0.00021467948329348776,0.53042129748124
fall15-3.mp4,1,-0.48971955346132995,0.20706732537036732,0.00037325039814137766,0.3028398707701613
chair1-4.mp4,0,-0.3322446794482226,0.3781237984744364,0.0007330350475884294,0.2888984870297525
chair1-5.mp4,0,-0.5108774157606162,0.29486521034859653,0.0006410011301370631,0.19361637276065033
nonfall6-8.mp4,0,0.19845442781903788,0.7724687129077739,-0.0004763235860790227,-0.028600535687109272
chair1-2.mp4,0,0.14951407186546814,0.5291798918593401,0.0005069328232448901,0.320799103451947
chair1-3.mp4,0,-0.6079042349838636,-0.36832380842770795,-0.00027653917245887554,-0.02349541741596968
chair3-1.mp4,0,0.03444007541425849,0.5936955644429277,0.00047645335746748075,0.37138790678534633
nonfall6-9.mp4,0,0.2767499784662964,-0.6782702173731676,-0.0005880944404391248,-0.04439170972009679
run2-1.mp4,0,0.11617318997078513,0.7017208282995249,-0.0004848990084037716,0.1816210827212863
nonfall4-9.mp4,0,0.7119341944379326,0.13070771948016904,-0.0004404504229547066,-0.15691763565894393
chair3-3.mp4,0,-0.6689053807361366,-0.21634418071103964,0.001644420972728121,-0.1131060175800958
chair1-1.mp4,0,0.3477974921783895,0.4902709360390613,-0.015523270396647616,0.1464083013859016
chair3-2.mp4,0,-0.6599259762016884,-0.16739536627768012,0.0012857679497717206,0.17139288957085974
run2-2.mp4,0,-0.1993634370504925,-0.6312907867183203,0.0005251058897732749,0.16882067034141393
nonfall4-8.mp4,0,-0.7278551368907029,-0.09656444061196744,-0.0013766977648115894,0.17420372473251808
shoelace-4.mp4,0,-0.5349097811996227,0.4402966131735403,0.0004959452533299235,0.02429766037350706
chair4-3.mp4,0,0.43170399445578916,-0.3693965042456914,-0.0012946777674294157,0.19760482353108993
nonfall4-10.mp4,0,0.5383934300119929,0.3209700277875957,-0.00022096104081969708,0.14041558115959174
nonfall4-11.mp4,0,-0.13699529905865668,0.5414644544664157,0.00040736735591577434,-0.3211328791190119
chair4-2.mp4,0,-0.6158607088526724,0.11879185101071175,0.00047920518381223373,-0.26486823495280354
chair2-4.mp4,0,-0.6015073596749715,0.3679479541234695,0.0004841888843787685,-0.03006049731718028
shoelace-5.mp4,0,0.48512818239413974,0.24923298424982862,-0.0005535361135615298,0.26508529724247
shoelace-7.mp4,0,0.2949604427845735,-0.4484403819928901,-0.0005106492886960978,0.2560885259338402
nonfall4-13.mp4,0,-0.6502391899882249,-0.3381822574522397,-0.00014174014738448397,0.011436812412150839
nonfall4-12.mp4,0,-0.12664662249995076,-0.5174001825563672,-0.0005792740318359234,0.35537392091184616
chair4-1.mp4,0,-0.10528507220409682,0.877038933072024,0.0007630452467415775,-0.016912949477137725
shoelace-6.mp4,0,-0.2702118215219079,-0.46947643344277545,-0.0005587168826587524,-0.259753028152658
shoelace-2.mp4,0,-0.713553327325339,-0.2176334358825629,0.0008837661530381553,0.06792947063905985
chair2-3.mp4,0,-0.533310076114251,-0.3060090278839782,0.0016934008774366516,-0.15898749512433405
chair4-4.mp4,0,-0.7899642895453328,0.16976016509924932,0.0005531597123805726,0.03972238564303725
chair2-2.mp4,0,-0.2523717133099269,0.6870715505366954,0.0012036192525408836,-0.05935311690083683
shoelace-3.mp4,0,0.3677887287764459,0.39724836527244906,-0.001324076320035396,0.23363882963106966
nonfall6-10.mp4,0,0.2792372208291933,-0.6409271375995529,-0.0005625377487056927,-0.07927310382254817
shoelace-1.mp4,0,-0.19149447960463087,0.48393710501506193,0.00039000292870701973,0.32417841245160023
nonfall4-14.mp4,0,-0.27055665827683073,-0.43000776521651835,-0.00039916645078790376,0.29903641005586296
chair2-1.mp4,0,0.44397359462487856,0.3590000630835119,0.00029024905851889916,-0.19673609323309058
getup1-5.mp4,0,-0.43387982884652276,-0.5572273356958483,0.0005338014259343189,0.008359034031694697
nonfall1-2.mp4,0,0.18181978335505788,0.5298179738508976,0.0005486013180932668,-0.2878136414759514
getup3-7.mp4,0,0.15314180829418236,-0.5740613709175642,0.0003612823102462224,0.2724355384780072
getup3-6.mp4,0,-0.3055506544735278,-0.5003845404669518,-0.0011119361976488094,0.19295286886187155
nonfall1-3.mp4,0,0.22834844792913497,0.4521436081397805,0.0004520223926042814,0.3190559215384802
getup1-4.mp4,0,0.6259976757489472,0.3460733975482973,-0.0004690692039416241,0.02745985749881396
nonfall3-1.mp4,0,0.14894635939735867,0.5777767567896759,0.0003648427607416184,0.2729120410522238
nonfall3-3.mp4,0,-0.3074232867339762,-0.4298360651479267,-0.0004321250148562944,0.2623085231032408
getup1-6.mp4,0,0.3304897661469363,0.5641709770172912,-0.0003124370719409319,0.10502681976383155
nonfall1-1.mp4,0,0.6509192835859751,0.33870028881769076,0.000279160855373302,-0.010101266740960915
getup3-4.mp4,0,-0.5390921791111253,-0.2989464877661396,-0.0005102747336343801,-0.16145105838910076
getup3-5.mp4,0,0.2262862141221591,0.4682199715755031,-0.0003957301655514271,-0.30509808413678635
nonfall3-2.mp4,0,-0.35307498511958646,-0.4047478600855486,-0.0004026388204685613,-0.24177451597439642
getup1-3.mp4,0,0.5847089167620253,-0.27906373669055656,-0.0011050776241864253,0.1351222689232317
getup3-1.mp4,0,0.35020842440202365,0.4122795610565386,0.00253367538605489,0.23497833915538274
nonfall1-4.mp4,0,-0.2508198192064443,-0.47795069961647924,0.0004418794740239931,-0.27078760170305255
nonfall5-1.mp4,0,0.3013637430915898,0.6737853191070611,0.0008485952772023778,0.024002342524146777
nonfall1-5.mp4,0,-0.24852416243509082,-0.49747964650891574,0.0005245334357412753,-0.25347165762025237
getup1-2.mp4,0,0.37678557402868024,0.4745353058158691,-0.000844878046850214,0.1478342421086005
getup3-2.mp4,0,0.09510818619334342,0.7534048063915273,0.001753616272661299,-0.14973339114246803
getup3-3.mp4,0,0.42432290974237774,0.42862395828686106,-0.001227503150617673,0.14582562882014347
getup1-1.mp4,0,0.5251120620254861,0.17314417564670448,-0.0032933549673720584,0.29845040736043726
nonfall4-5.mp4,0,-0.2926866863567554,-0.42479256229625684,0.00013808188102037506,0.28238266946596746
nonfall6-7.mp4,0,0.5677817826691103,0.29974744117569196,-0.0006983640434540551,-0.13177241211174384
getup2-4.mp4,0,0.37553832225262307,-0.5903442843081627,-0.0006866034743056963,0.03343078996490858
nonfall2-3.mp4,0,0.22116740786792263,-0.49934673394265233,-0.0004368187527020972,-0.2790490394367229
nonfall2-2.mp4,0,0.2864513484695033,0.3635317333763109,0.0003541131461575456,0.3496628050080282
getup2-5.mp4,0,-0.44084096867787187,-0.5108442820233967,0.0008641676194415751,0.047450581679289734
nonfall6-6.mp4,0,-0.4807853717343129,0.2693069294892086,0.0014023557606036474,0.2485053430158748
nonfall4-4.mp4,0,0.1330146355122529,0.4609807685405676,0.0004425255170041178,0.40556207043017534
nonfall4-6.mp4,0,0.5895744074958332,0.2706521191665748,-0.0003733377454921194,-0.13940013559209996
nonfall6-4.mp4,0,0.6496975152785932,0.18790641610815217,-0.0007277988661204751,0.1616682697471341
nonfall2-1.mp4,0,0.31100048857435575,0.6682106290158779,0.0007235332319660145,-0.020065349177800274
getup2-6.mp4,0,-0.36140702294752913,-0.49917914655109985,0.0007941422818362915,0.13861968821953463
nonfall6-5.mp4,0,-0.5179079762216431,0.28815476801230927,0.0012733833847661993,0.19266387238128135
nonfall4-7.mp4,0,0.5965620006939463,0.2668143535889342,6.158206048611855e-05,0.13656206365663326
nonfall4-3.mp4,0,0.5611973331580541,0.3086673355629223,0.00017988948899838882,0.12995544179002524
nonfall6-1.mp4,0,0.07856594672458368,0.61656510604721,-0.000583507851946655,-0.30428543937625957
getup2-2.mp4,0,0.2512233635621808,0.5326045017487918,-0.0014474553399434196,-0.214724679349084
nonfall2-4.mp4,0,0.25457483558815935,-0.4253702367697875,-0.0004132114050174663,-0.31964171623703563
getup2-3.mp4,0,0.6108389310841447,0.20101056410054657,-0.000955756254296837,0.18719474856101198
nonfall4-2.mp4,0,0.22564254926123484,0.46865101197309933,0.000594418216649596,-0.3051120205490162
nonfall6-2.mp4,0,-0.34687161503508945,-0.2345903007661174,0.00024112915774350213,-0.41829695504104963
getup2-1.mp4,0,0.2654248836259713,0.6844168051573012,0.0019293191995644135,0.04822899201716311
nonfall6-3.mp4,0,-0.5872701414532746,-0.21493058509548724,-0.000325618819136899,0.19747365463210118
nonfall4-1.mp4,0,0.63514672918837,0.24652883224226704,0.00016343228149767774,0.11816100628786516
